idx_original|situacao|flag_efisco_vermelho|flag_catmat_vermelho|match_parcial|classe_efisco|classe_catmat|codigo_efisco|codigo_catmat|item_efisco|item_catmat
921|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2400111|477226|BOLSA PARA ESTOMA INTESTINAL - SISTEMA DUAS PECAS. PLACA FLEXIVEL, COM BARREIRA DE RESINA SINTETICA PROTETORA DA PELE RECORTAVEL ATE O DIAMETRO, EM TORNO DE 60MM. BOLSA COLETORA DRENAVEL.TRANSPARENTE, PLASTICO ANTI-ODOR,, COMPATIVEL COM A PLACA. APRESENTACAO EM KIT.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
922|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2400103|477226|BOLSA PARA ESTOMA INTESTINAL - SISTEMA DUAS PECAS. PLACA FLEXIVEL, COM BARREIRA DE RESINA SINTETICA PROTETORA DA PELE RECORTAVEL ATE O DIAMETRO, EM TORNO DE 50MM. BOLSA COLETORA DRENAVEL.TRANSPARENTE, PLASTICO ANTI-ODOR,, COMPATIVEL COM A PLACA. APRESENTACAO EM KIT.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
924|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2400073|477228|BOLSA PARA ESTOMA INTESTINAL - SISTEMA DUAS PECAS. PLACA FLEXIVEL, RECORTAVEL ATE O DIAMETRO, EM TORNO DE 45MM, COM ADESIVO MICROPOROSO E HIPOALERGENICO., BOLSA DRENAVEL,PLASTICO ANTI-ODOR, HIPOALERGENICA,OPACA ,COMPATIVEL COM A PLACA. APRESENTACAO EM KIT.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR OPACA , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
924|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2400073|477236|BOLSA PARA ESTOMA INTESTINAL - SISTEMA DUAS PECAS. PLACA FLEXIVEL, RECORTAVEL ATE O DIAMETRO, EM TORNO DE 45MM, COM ADESIVO MICROPOROSO E HIPOALERGENICO., BOLSA DRENAVEL,PLASTICO ANTI-ODOR, HIPOALERGENICA,OPACA ,COMPATIVEL COM A PLACA. APRESENTACAO EM KIT.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR OPACA , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
925|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3810119|477248|BOLSA PARA ESTOMA INTESTINAL DRENAVEL - OPACA, SISTEMA DUAS  PECAS,EM PLASTICO ANTI-ODOR,TRANSPARENTE,,TELA PROTETORA DE PELE NAO ADERENTE, COM ADAPTADOR PARA CINTO, PLACA BASE ADESIVA PROTETORA DA PELE COMPOSTA POR HIDROCALOIDE MOLDAVEL, PLANA,FLANGE 45MM MOLDAVEL PARA ESTOMAS DE 22 A 33MM COM ADESIVO HIPOALEGENICO|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: C/ FILTRO GASES , TIPO BASE: ADESIVO MICROPOROSO E RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
925|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3810119|477227|BOLSA PARA ESTOMA INTESTINAL DRENAVEL - OPACA, SISTEMA DUAS  PECAS,EM PLASTICO ANTI-ODOR,TRANSPARENTE,,TELA PROTETORA DE PELE NAO ADERENTE, COM ADAPTADOR PARA CINTO, PLACA BASE ADESIVA PROTETORA DA PELE COMPOSTA POR HIDROCALOIDE MOLDAVEL, PLANA,FLANGE 45MM MOLDAVEL PARA ESTOMAS DE 22 A 33MM COM ADESIVO HIPOALEGENICO|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: C/ FILTRO GASES , TIPO BASE: ADESIVO MICROPOROSO E RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
927|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3588017|477161|BOLSA PARA ESTOMA INTESTINAL - DRENAVEL, TRANSPARENTE, EM PLASTICO,  ANTI - ODOR, TELA PROTETORA EM POLIPROPILENO HIDROFOBICO, COM  FILTRO DE CARVAO ATIVADO, CLAMP DE FECHAMENTO INDIVIDUAL TIPO ENVELOPE EM VELCRO,ACOPLE SEGURO E AUDIVEL POR UM CLIK, PARA ENCAIXE NA BASE ADESIVA DE FLANGE 50MM,RECORTAVEL ATE O DIAMENTRO DE  15-33MM|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: FECHADA , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: ADESIVO MICROPOROSO , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , TIPO USO: ADULTO 
927|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3588017|477188|BOLSA PARA ESTOMA INTESTINAL - DRENAVEL, TRANSPARENTE, EM PLASTICO,  ANTI - ODOR, TELA PROTETORA EM POLIPROPILENO HIDROFOBICO, COM  FILTRO DE CARVAO ATIVADO, CLAMP DE FECHAMENTO INDIVIDUAL TIPO ENVELOPE EM VELCRO,ACOPLE SEGURO E AUDIVEL POR UM CLIK, PARA ENCAIXE NA BASE ADESIVA DE FLANGE 50MM,RECORTAVEL ATE O DIAMENTRO DE  15-33MM|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: ADESIVO MICROPOROSO E RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , TIPO USO: ADULTO 
928|OK_SEM_FLAGS|False|False|False|BOLSAS E ACESSORIOS DE OSTOMIA|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3591344|477380|PLACA  PARA ESTOMIA - PARA ADULTO, COM BASE ADESIVA CONVEXA, IDEAL PARA ESTOMAS RETRAIDOS, DE RESINA SINTETICA, COM DUPLA CAMADA DE ADESIVO, COM CMC DE BATATA,TRANSPARENTE,50,00MM,RECORTAVEL 15,00 A 33,00MM ,FLANGE SEM ADESIVO MICROPOROSO, COMPATIVEL COM A BOLSA|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL / URINÁRIA , TIPO: BASE ADESIVA , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
930|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5756928|477368|BOLSA PARA COLOSTOMIA DRENAVEL - CARBOXIMETILCELULOSE SODICA (HIDROCOLOIDES ABSORVENTES), TRANSPARENTE, SEM ADESIVO MICROPOROSO, HIPOALERGENICO, COM PLASTICO ANTI ODOR,PARA COLOSTOMIA/ILEOSTOMIA, PLACA FLEXIVEL, RECORTAVEL, FILTRO DE CARVAO ATIVADO, JANELA DE VISUALIZACAO, SEPARADAS POR 01 CAMADA DE FILME DE POLIETILENO,PLACA FLANGE SANFONADA DE 100,00 MM,E FECHAMENTO COM CLAMP,EMBALAGEM INDIVIDUAL|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR OPACA , COMPONENTES: C/ FILTRO GASES , DIÂMETRO: FLANGE ACIMA 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
931|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2348640|477232|BOLSA PARA ESTOMA INTESTINAL PEDIATRICA DRENAVEL - PLASTICO ANTI-ODOR, HIPOALERGENICA, PLASTICO ANTI-ODOR, TRANSPARENTE, BARREIRA DE RESINA ., PLACA SINTETICA RECORTAVEL, ATE APROXIMADAMENTE ATE O DIAMETRO EM TORNO DE  35MM.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: INFANTIL , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
931|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2348640|477372|BOLSA PARA ESTOMA INTESTINAL PEDIATRICA DRENAVEL - PLASTICO ANTI-ODOR, HIPOALERGENICA, PLASTICO ANTI-ODOR, TRANSPARENTE, BARREIRA DE RESINA ., PLACA SINTETICA RECORTAVEL, ATE APROXIMADAMENTE ATE O DIAMETRO EM TORNO DE  35MM.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: INFANTIL 
932|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|1856723|477232|BOLSA INFANTIL P/UROSTOMIA PEDIATRICA - ABERTA,TRANSPARENTE, RECORTAVEL DE 10-35MM. RESINA COM BORDAS BISELADAS,COMPOSTA DE CARBOXIMETIL, CELULOSE SODICA,GELATINA,PECTINA,AGENTE SUAVIZANTE ANTI-OXIDANTE. BOLSA COM FACE POSTERIOR EM PO, LIESTER NAO TECIDO,FEITA EM MATERIAL SILENCIOSOE A PROVA DE ODOR FORMADO POR DICLORETO DE POLI, VILINA ,ETIL VINIL ACETATO E POLIETILENO CELULOSICO.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: INFANTIL , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
933|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|2555662|477192|BOLSA PARA ESTOMA INTESTINAL PEDIATRICA DRENAVEL - PLASTICO ANTI-ODOR,TRANSPARENTE, ATOXICO,BARREIRA DE RESINA SINTETICA PROTETORA DA PELE.,RECORTAVEL ATE O  DIAMETRO EM TORNO DE  55MM.|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , TIPO USO: INFANTIL 
934|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3389804|477423|BOLSA PARA COLOSTOMIA DRENAVEL - NEONATO, EM ESPUMA DE POLIURETANO QUE FAZ ACOPLE DA BOLSA NA PLACA,  FACE POSTERIOR EM POLIESTER NAO TECIDO HIPOALERGENICO COM FILTRO INTEGRADO E PLACA COMPOSTA POR CARBOXIMETILCELULOSE E GELATINA VEGETAL,COM SISTEMA QUE CONSISTE DE DOIS ITENS BASICOS SEPARADOS: A PLACA PROTETORA E A BOLSA COLETORA REMOVIVEL,ACOPLAGEM DE 17MM QUE DEVE SER UTILIZADA COM PLACA DE 17MM,SISTEMA DE DUAS PECAS OFERECENDO A FLEXIBILIDADE DE COLOCACAO DA BOLSA COLETORA SEM NECESSIDADE DE REMOVER A PLACA PROTETORA DA PELE,EMBALAGEM TRANSPARENTE E FECHAMENTO INVISIVEL POR VELCRO, DADOS DE IDENTIFICACAO,PROCEDENCIA,VAL. E REGISTRO DE ISENCAO NO MS|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: FECHADA , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: PRÉ-CORTADA ATÉ 70 MM , TIPO USO: NEONATAL 
935|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3580474|477232|BOLSA PARA COLOSTOMIA DRENAVEL - NEONATAL, EM ESPUMA DE POLIURETANO QUE FAZ ACOPLE DA BOLSA NA PLACA, FACE POSTERIOR EM POLIESTER NAO TECIDO HIPOALERGENICO COM FILTRO INTEGRADO E PLACA COMPOSTA POR CARBOXIMETILCELULOSE E GELATINA VEGETAL,SISTEMA DE DOIS ITENS SEPARADOS, A PLACA PROTETORA E A BOLSA COLETORA REMOVIVEL,COM ACOPLAGEM DE 27MM QUE DEVE SER UTILIZADA COM PLACA DE 27MM,SISTEMA DE DUAS PECAS QUE OFERECE A FLEXIBILIDADE DE COLOCACAO DA BOLSA COLETORA SEM NECESSIDADE DE REMOVER A PLACA PROTETORA DA PELE,EMBALAGEM OPACA ILUSTRADA, FECHAMENTO INVISIVEL POR VELCRO, COM DADOS DE IDENTIFICACAO, PROCEDENCIA, VAL. E REGISTRO DE ISENCAO NO MS|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: INFANTIL , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
936|MAPEAMENTO_INCERTO|False|False|True|MATERIAIS DE USO TECNICO HOSPITALAR|BROCAS, ALARGADORES, ESCARIADORES, MANUAIS E PARA USO EM  MÁQUINAS|3748103|477492|BOLSA PARA ESTOMA INTESTINAL DRENAVEL - SISTEMA UMA PECA,COMPOSTA DE PVC SILENCIOSO E A PROVA DE ODORES REVESTIDA DE TECIDO SEM TRAMA COMPOSTO DE FIBRAS DE POLIPROPILENO HIDROFOBICO,BASE PLANA DE DUPLA CAMADA ADESIVA COMPOSTA DE OXIDO DE FERRO SINTETICO, CARBOXIMETILCELULOSE SODICA, GOMA GUAR, PECTINA, GELATINA ESTIRENO-ISOPRENOESTIRENO E POLIISOBUTILENO; JANELA INTEGRADA DE 70,00MM E VALVULA DE DRENAGEM EM FORMATO FUNIL ADPATAVEL A DIVERSAS BOLSAS DE CAMA,RECORTAVEL DE 10,00 A 78,00MM; BOLSA COM CAPACIDADE PARA 680,00ML E ADESIVO MICROPOROSO HIPOALERGENICO.|BROCA, MATERIAL: AÇO RÁPIDO , DIÂMETRO: 9,70 MM, TIPO HASTE: PARALELA , COMPRIMENTO: 133 MM
937|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5773903|477228|BOLSA PARA COLOSTOMIA DRENAVEL - COM BARREIRA DE RESINA SINTETICA, OPACA, RECORTAVEL, ADESIVO GAS PERMEAVEL,SEM FILTRO DE CARVAO ATIVADO, IMPERMEAVEL PARA OS GASES, FECHAMENTO POR CLAMP,RECORTAVEL DE 10 A 70,00MM,BOLSA DE 01 PECA,EM EMBALAGEM APROPRIADA|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR OPACA , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
937|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5773903|477236|BOLSA PARA COLOSTOMIA DRENAVEL - COM BARREIRA DE RESINA SINTETICA, OPACA, RECORTAVEL, ADESIVO GAS PERMEAVEL,SEM FILTRO DE CARVAO ATIVADO, IMPERMEAVEL PARA OS GASES, FECHAMENTO POR CLAMP,RECORTAVEL DE 10 A 70,00MM,BOLSA DE 01 PECA,EM EMBALAGEM APROPRIADA|SISTEMA P/ ESTOMIA, APLICAÇÃO: INTESTINAL , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR OPACA , COMPONENTES: C/ FILTRO GASES , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
939|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5001960|477307|BOLSA PARA ESTOMA URINARIO - RECORTAVEL DE 10,00 A 76,00MM APROXIMADAMENTE, BOLSA E PLACA ADESIVA DE BASE PLANA EM RESINA SINTETICA,1 PECA,TRANSPARENTE,TELA PROTETORA EM NAO TECIDO, SEM ADESIVO MICROPOROSO,VALVULA ANTI-REFLUXO,MULTICAMARAS,CONECTOR UNIVERSAL PARA BOLSA DE PERNA E CAMA|SISTEMA P/ ESTOMIA, APLICAÇÃO: URINÁRIA , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: ANTIRREFLUXO, VÁLVULA DRENAGEM , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , TIPO USO: ADULTO 
940|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3445879|477307|BOLSA PARA ESTOMA URINARIO - 1 PECA, RECORTAVEL DE 10,00 A 76,00MM,BOLSA E BASE ADESIVA, PLANA DE RESINA SINTETICA COM DUPLA CAMADA,TRANSPARENTE,TELA PROTETORA DE NAO TECIDO, SEM ADESIVO MICROPOROSO,VALVULA ANTI-REFLUXO,MULTICAMERAS,CONECTOR UNIVERSAL PARA BOLSAS DE PERNA E CAMA|SISTEMA P/ ESTOMIA, APLICAÇÃO: URINÁRIA , TIPO: BOLSA C/ BASE ADESIVA 1 PEÇA , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: ANTIRREFLUXO, VÁLVULA DRENAGEM , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , TIPO USO: ADULTO 
942|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5223733|477330|BOLSA PARA UROSTOMIA - BOLSA PARA ESTOMA URINARIO, SISTEMA DE 02 PECAS, TRANSPARENTE, COM CONVEXIDADE LEVE, BOLSA COMPATIVEL COM PLACA COM FLANGE DE 50,00MM,RECORTAVEL DE 15,00 A 33,00MM,EM RESINA SINTETICA, DUPLA CAMADA ADESIVA, SEM ADESIVO MICROPOROSO,CONECTOR UNIVERSAL,VALVULA ANTI REFLUXO E MULTICAMERAS|SISTEMA P/ ESTOMIA, APLICAÇÃO: URINÁRIA , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: ANTIRREFLUXO, VÁLVULA DRENAGEM , TIPO BASE: RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: PRÉ-CORTADA ATÉ 70 MM , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
943|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|5253306|477324|BOLSA PARA ESTOMA URINARIO - COM CONVEXIDADE LEVE, DIAMETRO RECORTAVEL DE 15,00 A 33,00 MM,SISTEMA 02 PECAS,TRANSPARENTE,RESINA SINTETICA, COM CAMADA,DE ADESIVO MICROPOROSO,BOLSA COMPATIVEL COM A PLACA,VALVULA ANTIRREFLUXO, MULTICAMERAS, CONECTOR UNIVERSAL PARA BOLSAS COLETORAS|SISTEMA P/ ESTOMIA, APLICAÇÃO: URINÁRIA , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: ANTIRREFLUXO, VÁLVULA DRENAGEM , TIPO BASE: ADESIVO MICROPOROSO E RESINA SINTÉTICA , ESTRUTURA: PLANA , TIPO RECORTE BASE ADESIVA: RECORTÁVEL , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
944|OK_SEM_FLAGS|False|False|False|MATERIAIS DE USO TECNICO HOSPITALAR|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|3718034|477331|BOLSA PARA ESTOMA URINARIO - SISTEMA DE DUAS PECAS, RECORTAVEL DE 15,00 A 43,00 MM,BOLSA E BASE ADESIVA,CONVEXA DE RESINA SINTETICA COM DUPLA CAMADA,TRANSPARENTE,TELA PROTETORA DE NAO TECIDO, SEM ADESIVO MICROPOROSO,VALVULA ANTI-REFLUXO,MULTICAMERAS,CONECTOR UNIVERSAL PARA BOLSAS DE PERNA E CAMA,  COD BOLSA 1759, COD PLACA BASE 46769.|SISTEMA P/ ESTOMIA, APLICAÇÃO: URINÁRIA , TIPO: BOLSA E BASE ADESIVA COMPATÍVEL 2 PEÇAS , MODELO: DRENÁVEL , TIPO BOLSA: ANTIODOR TRANSPARENTE , COMPONENTES: ANTIRREFLUXO, VÁLVULA DRENAGEM , TIPO BASE: ADESIVO MICROPOROSO E RESINA SINTÉTICA , ESTRUTURA: CONVEXA , TIPO RECORTE BASE ADESIVA: PRÉ-CORTADA ATÉ 70 MM , DIÂMETRO: FLANGE ATÉ 70 MM, TIPO USO: ADULTO , COMPONENTE ADICIONAL: C/ ABA P/ CINTO 
