codigo_efisco|posicao|faixa|origem|grupo_efisco|classe_efisco|tem_medida|medidas_consulta|item_efisco|top1_catmat|top1_classe|correto_catmat|correto_classe|mesmo_pdm_top1_correto|movimento
58794-0|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {200.0, 2000.0}, 'ML': {31000.0}}|FAIXA DE BORRACHA - EM BORRACHA NATURAL, NA COR ROSA, EM ROLO, EM 20CM X 2,0M, APRESENTACAO CONFORME O DECRETO LEI 79094/77 COMBINADO COM O ART. 31 LEI 8078/90, ROTULAGEM RESPEITANDO O DECRETO LEI 79094/77 ART.31 L.8078/90 PORT.CONJ.N.1 DE 23/1/96-M.SAUDE|FAIXA DE ESMARCH, MATERIAL: LÁTEX NATURAL , LARGURA: 20 CM|INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FAIXA DE ESMARCH, MATERIAL: LÁTEX NATURAL , LARGURA: 20 CM, ESTERILIDADE: ESTÉRIL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
289650-8|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|INSUMOS PARA EQUIPAMENTOS MEDICO HOSPITALARES|True|{'MM': {65.0, 28.0}}|BOCAL DESCARTAVEL PARA ESPIROMETRO - PARA ESPIROMETRO PORTATIL, EM PAPELAO, DESCARTAVEL, FORMATO CILINDRICO,NAS DIMENSOES DE 65MM X 28MM|BOCAL - USO MÉDICO, COMPATIBILIDADE: COMPATÍVEL C/ ESPIRÔMETRO , MATERIA PRIMA: PAPELÃO RESISTENTE, FACE EXTERNA IMPERMEÁVEL , MODELO: TUBULAR RETO , TAMANHO: ADULTO , ESTERILIDADE: DESCARTÁVEL , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|BOCAL - USO MÉDICO, COMPATIBILIDADE: COMPATÍVEL C/ ESPIRÔMETRO , MATERIA PRIMA: PAPELÃO RESISTENTE, FACE EXTERNA IMPERMEÁVEL , MODELO: TUBULAR RETO , TAMANHO: ADULTO , ESTERILIDADE: DESCARTÁVEL , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
556088-8|1.0|1|big_data|EQUIPAMENTOS E MATERIAIS PARA EXPERIENCIA EM LABORATORIO ESCOLAR, RECREACAO E DESPORTO|EQUIPAMENTOS PARA GINASTICA E RECREACAO|True|{'MM': {1000.0, 40.0}}|TATAMI - CONFECCIONADO EM MATERIAL SINTETICO E.V.A COM ENCAIXE DENTADO,RECOBERTO POR PELICULA DE SILICONE,MEDINDO 100,00X100,00X4,00CM(LXCXE),CORES VARIADAS|TATAME, MATERIAL: PLACAS DENTADAS DE ENCAIXE , COMPRIMENTO PLACA: 1 M, LARGURA PLACA: 1 M, ESPESSURA PLACA: 40 MM, CARACTERÍSTICAS ADICIONAIS: ANTIDERRAPANTE, ANTI-ALÉRGICO, LAVÁVEL, LONA  100% |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|TATAME, MATERIAL: PLACAS DENTADAS DE ENCAIXE , COMPRIMENTO PLACA: 1 M, LARGURA PLACA: 1 M, ESPESSURA PLACA: 40 MM, CARACTERÍSTICAS ADICIONAIS: ANTIDERRAPANTE, ANTI-ALÉRGICO, LAVÁVEL, LONA  100% |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|True|entrou
395359-9|2.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {40.0}}|FIO DE SUTURA POLIGLACTINA - ESTERIL,CALIBRE 2-0,AGULHA CILINDRICA DE 40,00MM (ORTOPEDIA),.,1/2 CIRCULO DE CIRCUNFERENCIA,APRESENTACAO EM ENVELOPE. ROTULO COM NUMERO DE LOTE, DATA FABRICACAO, VALIDADE E PROCEDENCIA. REGISTRO MS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIGLACTINA VIOLETA , MODELO FIO: MULTIFILAMENTAR , DIÂMETRO FIO: 0 / 1-0 , COMPRIMENTO FIO: CERCA DE 70 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 40 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|FIO DE SUTURA AGULHADO, MATERIAL FIO: POLIGLACTINA VIOLETA , MODELO FIO: MULTIFILAMENTAR, LAÇADO , DIÂMETRO FIO: 2-0 , COMPRIMENTO FIO: CERCA DE 150 CM, TIPO AGULHA: AGULHA 1/2 CÍRCULO , MODELO AGULHA: CILÍNDRICA , COMPRIMENTO AGULHA: CERCA DE 40 MM, ESTERILIDADE: ESTÉRIL , APRESENTAçãO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
192988-7|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {100.0, 4500.0}}|ESPARADRAPO ANTIALERGICO - MEDINDO 10 CM X 4,5 METROS, COM BOA ADESIVIDADE., EMBALAGEM EM CARRETEL COM CAPA PLASTICA DE, PROTECAO CONTENDO DADOS DE IDENTIFICACAO E PROCEDENCIA,LOTE, VALIDADE E REGISTR|FITA ADESIVA - USO CUTÂNEO, TIPO: ESPARADRAPO IMPERMEÁVEL , MATERIAL DORSO: À BASE DE ALGODÃO E FIBRA SINTÉTICA , TIPO DE ADESIVO: C/ LÁTEX NATURAL , LARGURA DA FITA: CERCA DE 10 MM , COR: C/ COR , APRESENTAçãO: ROLO C/ CAPA PROTETORA , ESTERILIDADE: NÃO ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|FITA ADESIVA - USO CUTÂNEO, TIPO: MICROPERFURADA , MATERIAL DORSO: À BASE DE FILME TERMOPLÁSTICO , TIPO DE ADESIVO: SINTÉTICO, HIPOALERGÊNICO , LARGURA DA FITA: CERCA DE 100 MM , COR: TRANSPARENTE , APRESENTAçãO: ROLO C/ CAPA PROTETORA , ESTERILIDADE: NÃO ESTÉRIL |MATERIAIS CIRÚRGICOS PARA CURATIVOS|True|entrou
250303-4|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MOBILIARIOS MEDICO HOSPITALARES|True|{'MM': {800.0, 1900.0, 127.0}}|CAMA HOSPITALAR - COM ADULTO COM ARCO BALCANICO, MOVIMENTOS FAWLER, TRENDLEMBURG E ELEVACAO DO LEITO, ACIONADOS POR 03 MANIVELAS, NAS DIMENSOES TOTAIS (C X L X A) DE DIMENSOES APROXIMADAS( C X L X A) DE 190CM X 80CM X 80CM, PES COM 04 RODIZIOS GIRATORIOS DE 5 POLEGADAS NO MINIMO, COM FREIOS NA DIAGONAL., ESTRUTURA LEITO CONSTRUIDO EM ACO INOXIDAVEL AISI 304, COM QUADRO BALCANICO EM ACO INOXIDAVEL PARA ORTOPEDIA COMPOSTO POR: 02 COLUNAS EM TUBOS DE ACO INOXIDAVEL, 01 BARRA GUIA HORIZONTAL EM TUBO DE ACO INOXIDAVEL, 02 BARRAS TRANSVERSAIS, 01 TRAPEZIO, ESTRADO EM, CABECEIRA EM TUBO QUADRADO COM PROTECAO DE CINTA INOX, PESEIRA EM TUBO QUADRADO COM PROTECAO DE CINTA INOX, COM PARA-CHOQUES PARA CHOQUE DE BORRACHA, COM GRADES LATERAIS GRADES LATERAIS EM TUBOS DE ACO INOXIDAVEL RETRATEIS OU DE BAIXAR EM ACO INOX, COM COLCHAO COLCHAO DENSIDADE 33, CONFECCIONADO EM ESPUMA REVESTIDA EM MATERIAL SINTETICO IMPREMEAVEL, LAVAVEL E REUTILIZAVEL COM ZIPER, MANUAIS DE OPERACAO E MANUTECAO; GARANTIA DE 1 ANO P/PECAS E SERVICOS; ASSIST. TEC., INSTALACAO E TREINAMENTO; DEMAIS INFORMACOES COMPLEMENTARES VIDE EDITAL.CATALOGO OU FOLDER EM PORTUGUES OU COM TRADUCAO DO TEXTO PARA A LINGUA PORTUGUESA COM INFORMACOES QUE PERMITAM IDENTIFICAR AS CARACTERISTICAS TECNICAS DO PRODUTO OFERTADO; CERTIFICADO DE BOAS PRATICAS DE FABRICACAO DA ANVISA; REGISTRO DO MINISTERIO DA SAUDE; DEVERA SER ENVIADO LAUDO DE COMPROVACAO DA LIGA DO ACO INOXIDAVEL AISI 304;|CAMA HOSPITALAR, MODELO: MECÂNICA , TIPO DE ACIONAMENTO: COMANDO MANUAL , CAPACIDADE DE CARGA MÁXIMA: DE 151 ATÉ 180 KG , MATERIAL ESTRUTURA: BASE METÁLICA , DIMENSÃO TOTAL (L X C): CERCA DE 90 X 200 CM , POSICIONAMENTO: MÍNIMO 3 POSIÇÕES, C/ FOWLER E TRENDELENBURG , MODELO DE GRADE LATERAL: C/ GRADES RETRÁTEIS , MODELO DE CABECEIRA / PESEIRA: REMOVÍVEL , MODELO DO PÉ DA CAMA: RODÍZIOS COM FREIO |MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES|CAMA HOSPITALAR, MODELO: MECÂNICA , TIPO DE ACIONAMENTO: COMANDO MANUAL , CAPACIDADE DE CARGA MÁXIMA: DE 151 ATÉ 180 KG , MATERIAL ESTRUTURA: BASE METÁLICA , DIMENSÃO TOTAL (L X C): CERCA DE 90 X 200 CM , POSICIONAMENTO: MÍNIMO 3 POSIÇÕES, C/ FOWLER E TRENDELENBURG , MODELO DE GRADE LATERAL: C/ GRADES RETRÁTEIS , MODELO DE CABECEIRA / PESEIRA: REMOVÍVEL , MODELO DO PÉ DA CAMA: RODÍZIOS COM FREIO |MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES|True|entrou
502130-8|2.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|VIDRARIAS, CORRELATOS E INSUMOS P/ USO LABORATORIAL|True|{'PCT': {0.3, 1.0, 14.0, 6.8}}|DETERGENTE DESINFETANTE - FORMULACAO PROTEASE, LIPASE, AMILASE, PROPIONATO DE N. N-DIDECIL-NMETIL - POLI (OXIETIL) AMMONIO (14,0%), DIGLUCONATO DE CLOREXIDINA (0,30%), ALCOOIS, C8-10, ETOXILADOS (6,75%), N-C12-14 - ALQUILTRIMETILENEDIAMINA (0,98%), ESTABILIZANTES, AGENTE REDUTOR, REGULADOR DE PH, FRAGANCIA, CORANTE, EXCIPIENTE E AGUA,COM COMPROVACAO DE ATIVIDADE PROTEOLITICA E AMIOLITICA,PARA LIMPEZA HOSPITALAR MANUAL OU AUTOMATIZADA (LAVADORAS ULTRASSONICAS),ACONDICIONADO EM BOMBONA|DETERGENTE ENZIMÁTICO, COMPOSIÇÃO: A BASE DE AMILASE, PROTEASE, LIPASE E CARBOIDRASE |PESTICIDAS E DESINFETANTES|DETERGENTE ENZIMÁTICO, COMPOSIÇÃO: A BASE DE AMILASE, PROTEASE, LIPASE , COMPOSIÇÃO II: PEPTIDASE, CELULASE |PESTICIDAS E DESINFETANTES|True|entrou
199077-2|2.0|2-3|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {100000.0, 250.0}, 'G': {70.0}}|PAPEL GRAU CIRURGICO - RESISTENTE A ESTERILIZACAO AUTOCLAVE A VAPOR A RASGOS DURANTE OPROCESSO DE AB, DIAMETRO MAXIMO DE 50 MICRA, FILME LAMINADO TRANSPARENTE EM POLIETILENO E POLIPROPILENO, COM SISTEMA DE SELAGEM TRIPLA EM FILETE QUE SEJA RESISTENTE AO CALOR EM AMBAS AS FACES ATE 140 GRAUS,, DESCARTAVEL, TERMOSELAVEL PARA EMBALAR ARTIGOS MEDICOS HOSPITALAR, MEDINDO GRAMATURA DE 60 A 70G/M2,, TAMANHO 25CM X 100METROS, DEMAIS INFORMACOES COMPLEMENTARES VIDE EDITAL.|EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL: PAPEL GRAU CIRÚRGICO , COMPOSIÇÃO: C/ FILME POLÍMERO MULTILAMINADO , GRAMATURA / ESPESSURA: CERCA DE 70 G/M2, APRESENTAÇÃO: ENVELOPE , COMPONENTES ADICIONAIS: TERMOSSELANTE , TAMANHO: CERCA DE 10 X 25 CM, COMPONENTES: C/ INDICADOR QUÍMICO , TIPO USO: USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|EMBALAGEM P/ ESTERILIZAÇÃO, MATERIAL: PAPEL GRAU CIRÚRGICO , COMPOSIÇÃO: C/ FILME POLÍMERO MULTILAMINADO , GRAMATURA / ESPESSURA: CERCA DE 60 G/M2, APRESENTAÇÃO: ROLO , COMPONENTES ADICIONAIS: TERMOSSELANTE , TAMANHO: CERCA DE 25 CM, COMPONENTES: C/ INDICADOR QUÍMICO , TIPO USO: USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
572424-4|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|EQUIPAMENTOS MEDICO HOSPITALARES|True|{'V': {220.0}}|ORDENHADEIRA DE LEITE - PARA LEITE HUMANO, DO TIPO ELETRICO, DEVE PERMITIR EXTRACAO SIMPLES E DUPLA,COM MOTOR ISENTO DE OLEO,SUCCAO POR SISTEMA DE VACUO,COM BOTOES PARA LIGAR/DESLIGAR, MUDAR O MODO E AUMENTAR/DIMINUIR NIVEL DE INTENSIDADE DA SUCCAO,FRASCO COM CAPACIDADE GRADUADA EM ML,ALIMENTACAO BIVOLT OU 220V - 60HZ,DEVE ACOMPANHAR, TODOS OS ACESSORIOS NECESSARIOS PERFEITO FUNCIONAMENTO DO EQUIPAMENTO|BOMBA PARA SUCÇÃO DE LEITE MATERNO, TIPO: ELÉTRICA,À VÁCUO TIPO DIAFRAGMA,PORTÁTIL,BIVOLT , CARACTERÍSTICA ADICIONAL: TUBO SUCÇÃO SILICONE,COLETOR FORMATO ANATÔMICO , COMPONENTE: RESERVATÓRIO DE COLETA |JOGOS E CONJUNTOS MÉDICOS|BOMBA PARA SUCÇÃO DE LEITE MATERNO, TIPO: ELÉTRICA,À VÁCUO TIPO DIAFRAGMA,PORTÁTIL,BIVOLT , CARACTERÍSTICA ADICIONAL: TUBO SUCÇÃO SILICONE,COLETOR FORMATO ANATÔMICO , COMPONENTE: RESERVATÓRIO DE COLETA |JOGOS E CONJUNTOS MÉDICOS|True|entrou
580735-2|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|ORTESES, PROTESES E MATERIAIS AUXILIARES|True|{'MM': {0.7, 500.0, 60.0, 5.5}}|SISTEMA FIXACAO DE COLUNA - EM TITANIO, PARAFUSO ILIOSACRAL, HEXAGONE DIAMETRO 0,7 MM E COMPRIMENTO 60 MM, CONECTOR ILIOSACRAL DO TIPO E. SPINE TANIT,COM HASTE RETA EM CROMO COBALTO DIAMETRO 5,5 MM E COMPRIMENTO 500 MM, PARA CIRURGIA DE DEFORMIDADE DA COLUNA COM TECNICA BIPOLAR|SISTEMA FIXAÇÃO COLUNA VERTEBRAL VIA POSTERIOR, COMPONENTE: HASTE P/ PARAFUSO PEDICULAR , MODELO: BARRA LONGITUDINAL , MATERIAL: TITÂNIO , TIPO USO: USO ÚNICO , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|SISTEMA FIXAÇÃO COLUNA VERTEBRAL VIA POSTERIOR, TIPO: SUBLAMINAR , COMPONENTE: HASTE , MODELO: BARRA LONGITUDINAL , MATERIAL: CROMO COBALTO MOLIBDÊNIO , TIPO USO: USO ÚNICO, ESTÉRIL , APRESENTAÇÃO: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
468946-1|2.0|2-3|big_data|INSTRUMENTOS E EQUIPAMENTOS DE CONTROLE E MEDICAO E GASES COMPRIMIDOS E LIQUEFEITOS|INSTRUMENTOS E APARELHOS METEOROLOGICOS|True|{'MM': {7000.0, 50.0, 120.0, 0.2}, 'PCT': {2.0}}|SENSOR - SENSOR DE PRECIPITACAO PLUVIOMETRICA DO TIPO BASCULA,COM RESOLUCAO ATE 0,20 MM, COM  PRECISAO MINIMA DE 2% PARA CHUVA DE 50,00 MM/HORA, FAIXA MINIMA DE MEDICAO 0 A 120,00 MM/HORA, FORNECIDO COM CHAVE DE PALHETA (REED-SWITCH) ATIVADA POR BRACO MAGNETICO, BASCULA  EM MATERIAL RESISTENTE A CORROSAO,  MECANISMO INTERNO COM NIVELAMENTO A BOLHA. DEVE SUPORTAR A PROGRAMACAO DE COLETA DE DADOS POR EVENTO. CABO COM NO MINIMO DE 07 METROS COM BLINDAGEM EXTERNA METALICA E ISOLAMENTO EM PVC|SENSOR, TIPO: ELETRÔNICO , APLICAÇÃO: BICICLO  E TRICICLO , REFERÊNCIA: CAD70 IGPSPORT , TIPO SENSOR: MEDIÇÃO DE CADÊNCIA E VELOCIDADE , CARACTERÍSTICAS ADICIONAIS: CONECÇÃO BLUETOOTH COM EQUIPAMENTO DE NAVEGAÇÃO , MODELO: GÉMINI 210 |INSTRUMENTOS PARA MEDIÇÃO E CONTROLE DE PRESSÃO,TEMPERATURA E UMIDADE|SENSOR ELETRÔNICO, TIPO SENSOR: ELETRÔNICO , CARACTERÍSTICAS ADICIONAIS: COMPATíVEL COM CONTROLADORES HUNTER ENXERGIZADOS , TIPO: SENSOR DE CHUVA , APLICAÇÃO: SISTEMA DE IRRIGAÇÃO |COMPONENTES ELÉTRICOS E ELETRÔNICOS DIVERSOS|False|entrou
183402-9|1.0|1|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|True|{'MM': {2.0}}|PERFUSOR DE ARTERIA CORONARIA (SHUNT) - 2MM, EM MATERIAL FLEXIVEL, COM MOLA NA METADE LONGITUDINAL FACILITANDO INSERCAO NO LEITO CORONARIO, PERMITE ANASTOMOSE DE CORONARIAS EM CIR.CARDIACA DE REVASCULARIZACAO DO MIOCARDIO EM BOMBA(OFF-PUMP), MANTENDO O FLUXO DE SANGUE E SEM SANGRAMENTO DA CORONARIA EM ANASTOMOSE|SHUNT, APLICAÇÃO*: CORANÁRIA , MATERIA PRIMA: POLÍMERO , DIÂMETRO*: CERCA DE 2 MM, ESTERILIDADE*: DESCARTÁVEL, ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|SHUNT, APLICAÇÃO*: CORANÁRIA , MATERIA PRIMA: POLÍMERO , DIÂMETRO*: CERCA DE 2 MM, ESTERILIDADE*: DESCARTÁVEL, ESTÉRIL , EMBALAGEM: EMBALAGEM INDIVIDUAL |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
582852-0|1.0|1|big_data|EQUIPAMENTOS E MATERIAIS PARA EXPERIENCIA EM LABORATORIO ESCOLAR, RECREACAO E DESPORTO|JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODAS|True|{'MM': {1500.0}}|BRINQUEDO EDUCATIVO E RECREATIVO - EM ESPUMA, REVESTIDO EM BAGUM COLORIDO,TIPO TAPETE COM 20 CUBOS,1,50X1,50M|BRINQUEDO EM GERAL, MATERIAL: BORRACHA SINTÉTICA EVA , TIPO: TAPETE INFANTIL PEDAGÓGICO , COR: DIVERSAS , CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, ARTICULADOS, SELO INMETRO , DIMENSÕES: 30 X 30 X 0,10 CM|JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODAS|BRINQUEDO EM GERAL, MATERIAL: BORRACHA SINTÉTICA EVA , TIPO: TAPETE INFANTIL PEDAGÓGICO , COR: DIVERSAS , CARACTERÍSTICAS ADICIONAIS: ANTIALÉRGICO, ARTICULADOS, SELO INMETRO , DIMENSÕES: 30 X 30 X 0,10 CM|JOGOS, BRINQUEDOS E ARTIGOS CORRELATOS COM RODAS|True|entrou
179402-7|1.0|1|profs_saude|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|MATERIAIS DE USO TECNICO HOSPITALAR|False||SONDA ENDOTRAQUEAL - 2,0, S/BALONETE, PVC TRANSPARENTE COM FILAMENTO RADIOPACO, A APRESENTACAO DO PRODUTO DEVERA OBEDECER A LEGISLACAO ATUAL VIGENTE|TUBO ENDOTRAQUEAL, MATERIAL: PVC , MODELO: CURVA MAGILL , CALIBRE: 2,0 , TIPO PONTA: C/ PONTA DISTAL ATRAUMÁTICA , COMPONENTE 2: RADIOPACO, GRADUADO , TIPO CONECTOR: CONECTOR PADRÃO , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|TUBO ENDOTRAQUEAL, MATERIAL: PVC , MODELO: CURVA MAGILL , CALIBRE: 2,0 , TIPO PONTA: C/ PONTA DISTAL ATRAUMÁTICA , COMPONENTE 2: RADIOPACO, GRADUADO , TIPO CONECTOR: CONECTOR PADRÃO , ESTERILIDADE: ESTÉRIL, USO ÚNICO |INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS|True|entrou
580218-0|1.0|1|big_data|INSTRUMENTOS MUSICAIS, OBRAS DE ARTE E ARTESANATOS|INSTRUMENTOS MUSICAIS|True|{'MM': {460.0}}|ALFAIA - EM MADEIRA,COR CINZA,DIAMETRO DE 46,00CM|INSTRUMENTO MUSICAL - PERCURSÃO, TIPO: SURDO , MATERIAL: MADEIRA , TAMANHO: 45 X 14 CM, CARACTERÍSTICAS ADICIONAIS: SEIS TIRANTES, SUPER LUXO |INSTRUMENTOS MUSICAIS|INSTRUMENTO MUSICAL - PERCURSÃO, TIPO: SURDO , MATERIAL: MADEIRA , TAMANHO: 45 X 14 CM, CARACTERÍSTICAS ADICIONAIS: SEIS TIRANTES, SUPER LUXO |INSTRUMENTOS MUSICAIS|True|entrou
564280-9|2.0|2-3|big_data|EQUIPAMENTOS E MATERIAIS PARA EXPERIENCIA EM LABORATORIO ESCOLAR, RECREACAO E DESPORTO|EQUIPAMENTOS ESPORTIVOS E EDUCATIVOS|True|{'MM': {150.0}, 'G': {22000.0}}|HALTERES - EM ACO INOXIDAVEL ABNT 304,COM BARRA REDONDA DE 1 1/8 DE POLEGADAS, 150MM DE COMPRIMENTO, RECARTILHADA,TIPO DUMBELL, COM 2 PASTILHAS RECOBERTAS DE BORRACHA PESANDO 22KG|HALTERE, MATERIAL: BORRACHA , TIPO: MACIÇO , FORMA: REDONDA , PESO: 12 KG, APLICAÇÃO: GINÁSTICA E TREINAMENTO DESPORTIVO |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|HALTERE, MATERIAL: FERRO , TIPO: MACIÇO , REVESTIMENTO: BORRACHA PVC - CLORETO DE POLIVINILA , FORMA: CHALEIRA , PESO: 22 KG, COR: PRETA , APLICAÇÃO: GINÁSTICA E TREINAMENTO DESPORTIVO |EQUIPAMENTO PARA GINÁSTICA E RECREAÇÃO|True|entrou
352547-3|3.0|2-3|big_data|EQUIPAMENTOS E ARTIGOS DE USO MEDICO, ODONTOLOGICO , HOSPITALAR E LABORATORIAL|PRODUTOS E INSUMOS PARA DIETAS ESPECIAIS|False||ALIMENTO PARA DIETA ENTERAL OU ORAL - NUTRICAO ORAL OU ENTERAL NUTRICIONALMENTE COMPLETA,PARA CRIANCAS, NORMOPROTEICA,PO,EMBALAGEM ADEQUADA AO PRODUTO|DIETA ENTERAL, ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , CARACTERÍSTICAS: NORMOCALÓRICA,NORMOPROTEÍCA , FONTE DE PROTEÍNA: SORO LEITE HIDROLISADA , FONTE DE CARBOIDRATO: MALTODEXTRINA, SACAROSE E/OU AMIDO , FONTE DE LIPÍDIOS: ÓLEOS VEGETAIS E/OU TCM , COMPONENTES ADICIONAIS: VITAMINAS E MINERAIS , CARACTERÍSTICAS ADICIONAIS: ISENTA LACTOSE E GLÚTEN , SABOR: C/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|DIETA ENTERAL, ASPECTO FÍSICO: PÓ , USO: ENTERAL OU ORAL , CARACTERÍSTICAS: NORMOCALÓRICA,NORMOPROTEÍCA , FONTE DE PROTEÍNA: PTN ISOL.SJ.E/OU CASEI.E/OU SR.LTE E/OU ISOL.SR.LT , FONTE DE CARBOIDRATO: MALTODEXTRINA E/OU FRUTOSE E/OU AMIDO , FONTE DE LIPÍDIOS: ÓLEOS VEG.E/OU TCM E/OU LEC.SOJA , COMPONENTES ADICIONAIS: VIT.,MIN. E FIBRAS , CARACTERÍSTICAS ADICIONAIS: ISENTO GLÚTEN,LACT E/OU SACAROSE , SABOR: C/SABOR |ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS|True|entrou
